KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y3M,2019-10-03,-0.446742029441522,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y4M,2019-10-03,-0.4437700806644318,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y5M,2019-10-03,-0.4407346507095442,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y6M,2019-10-03,-0.4376347686914407,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y7M,2019-10-03,-0.43446960992771055,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y8M,2019-10-03,-0.43123848866315057,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_3Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_3Y9M,2019-10-03,-0.42794085107254964,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 3-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4M,2019-10-03,-0.5346251919711495,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y,2019-10-03,-0.41764514155510235,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y10M,2019-10-03,-0.37896810603993675,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y11M,2019-10-03,-0.37474045474689555,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y1M,2019-10-03,-0.4140783089028091,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y2M,2019-10-03,-0.41044394315020283,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y3M,2019-10-03,-0.4067421495275006,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y4M,2019-10-03,-0.40297312323859047,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y5M,2019-10-03,-0.3991371443689902,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y6M,2019-10-03,-0.3952345729959928,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y7M,2019-10-03,-0.39126584449392554,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y8M,2019-10-03,-0.38723146502760053,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_4Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_4Y9M,2019-10-03,-0.3831320072274617,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 4-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5M,2019-10-03,-0.5313839327321539,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y,2019-10-03,-0.37044980114833304,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y10M,2019-10-03,-0.3242747458642048,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y11M,2019-10-03,-0.31935263888611365,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y1M,2019-10-03,-0.3660969439023872,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y2M,2019-10-03,-0.3616827290172879,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y3M,2019-10-03,-0.3572080464898306,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y4M,2019-10-03,-0.35267382708520806,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y5M,2019-10-03,-0.3480810392532022,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y6M,2019-10-03,-0.3434306861759732,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y7M,2019-10-03,-0.338723802942699,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y8M,2019-10-03,-0.333961453846633,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_5Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_5Y9M,2019-10-03,-0.3291447298002496,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 5-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6M,2019-10-03,-0.5282894798269795,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-month maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y,2019-10-03,-0.3143795652452455,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y10M,2019-10-03,-0.26211000395812667,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y11M,2019-10-03,-0.256656235546256,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y1M,2019-10-03,-0.3093566986992486,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y2M,2019-10-03,-0.3042852283293793,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 2-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y3M,2019-10-03,-0.29916635658057594,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 3-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y4M,2019-10-03,-0.2940012973930307,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 4-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y5M,2019-10-03,-0.28879127442194036,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 5-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y6M,2019-10-03,-0.28353751934217386,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 6-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y7M,2019-10-03,-0.278241270234911,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y8M,2019-10-03,-0.2729037700530618,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 8-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_6Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_6Y9M,2019-10-03,-0.26752626516277817,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 6-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 6-year 9-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_7M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_7M,2019-10-03,-0.5253280509267718,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 7-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_7Y,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_7Y,2019-10-03,-0.25116620850048005,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 7-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 7-year maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_7Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_7Y10M,2019-10-03,-0.19454383315062107,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 7-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 7-year 10-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_7Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_7Y11M,2019-10-03,-0.1887361506513623,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 7-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 7-year 11-month residual maturity - Euro, provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.PY_7Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,PY_7Y1M,2019-10-03,-0.24564116967871372,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Par yield curve rate, 7-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Par yield curve rate, 7-year 1-month residual maturity - Euro, provided by ECB",PCPA,0
